iter	Passed	Remaining
3335	3452	2757
3336	3453	2755
3337	3453	2754
3338	3454	2753
3339	3455	2751
3340	3455	2750
3341	3456	2748
3342	3456	2747
3343	3457	2746
3344	3458	2744
3345	3458	2743
3346	3459	2741
3347	3459	2740
3348	3460	2739
3349	3461	2737
3350	3461	2736
3351	3462	2735
3352	3462	2733
3353	3464	2733
3354	3465	2731
3355	3465	2730
3356	3466	2729
3357	3466	2727
3358	3467	2726
3359	3468	2724
3360	3468	2723
3361	3469	2722
3362	3469	2720
3363	3470	2719
3364	3471	2718
3365	3471	2716
3366	3472	2715
3367	3472	2713
3368	3473	2712
3369	3473	2711
3370	3474	2709
3371	3475	2708
3372	3475	2706
3373	3476	2705
3374	3476	2704
3375	3477	2702
3376	3478	2701
3377	3479	2700
3378	3480	2699
3379	3480	2698
3380	3481	2696
3381	3482	2695
3382	3482	2694
3383	3483	2692
3384	3484	2691
3385	3484	2690
3386	3485	2689
3387	3486	2687
3388	3487	2686
3389	3487	2685
3390	3488	2684
3391	3489	2682
3392	3490	2681
3393	3491	2680
3394	3492	2679
3395	3492	2678
3396	3494	2677
3397	3495	2676
3398	3495	2675
3399	3496	2673
3400	3497	2672
3401	3497	2671
3402	3498	2669
3403	3498	2668
3404	3499	2666
3405	3499	2665
3406	3500	2664
3407	3501	2662
3408	3501	2661
3409	3502	2660
3410	3502	2658
3411	3503	2657
3412	3504	2656
3413	3504	2654
3414	3505	2653
3415	3505	2651
3416	3506	2650
3417	3507	2649
3418	3507	2647
3419	3508	2646
3420	3509	2645
3421	3510	2644
3422	3511	2643
3423	3511	2641
3424	3512	2640
3425	3513	2639
3426	3513	2638
3427	3514	2636
3428	3515	2635
3429	3515	2634
3430	3516	2633
3431	3517	2631
3432	3517	2630
3433	3518	2628
3434	3518	2627
3435	3519	2626
3436	3520	2624
3437	3520	2623
3438	3521	2622
3439	3521	2620
3440	3522	2619
3441	3522	2618
3442	3523	2617
3443	3524	2615
3444	3525	2614
3445	3526	2613
3446	3526	2611
3447	3527	2610
3448	3527	2609
3449	3528	2607
3450	3528	2606
3451	3529	2605
3452	3530	2603
3453	3530	2602
3454	3531	2601
3455	3531	2599
3456	3532	2598
3457	3533	2597
3458	3533	2596
3459	3534	2594
3460	3535	2593
3461	3536	2592
3462	3537	2591
3463	3539	2591
3464	3540	2590
3465	3541	2589
3466	3541	2587
3467	3542	2586
3468	3543	2585
3469	3543	2583
3470	3544	2582
3471	3545	2581
3472	3545	2580
3473	3546	2578
3474	3547	2577
3475	3548	2576
3476	3548	2575
3477	3549	2573
3478	3550	2572
3479	3550	2571
3480	3551	2569
3481	3552	2568
3482	3552	2567
3483	3553	2566
3484	3555	2566
3485	3556	2564
3486	3557	2563
3487	3557	2562
3488	3558	2561
3489	3559	2559
3490	3560	2558
3491	3560	2557
3492	3561	2556
3493	3562	2554
3494	3563	2553
3495	3563	2552
3496	3564	2551
3497	3565	2550
3498	3565	2548
3499	3566	2547
3500	3567	2546
3501	3567	2545
3502	3568	2543
3503	3570	2543
3504	3571	2542
3505	3572	2541
3506	3573	2540
3507	3574	2538
3508	3574	2537
3509	3575	2536
3510	3576	2535
3511	3577	2534
3512	3577	2532
3513	3578	2531
3514	3579	2530
3515	3579	2529
3516	3580	2527
3517	3581	2526
3518	3581	2525
3519	3582	2523
3520	3583	2522
3521	3583	2521
3522	3585	2520
3523	3586	2519
3524	3587	2518
3525	3587	2517
3526	3588	2516
3527	3589	2514
3528	3589	2513
3529	3590	2512
3530	3591	2511
3531	3591	2509
3532	3592	2508
3533	3593	2507
3534	3594	2506
3535	3594	2504
3536	3595	2503
3537	3596	2502
3538	3596	2501
3539	3597	2500
3540	3598	2498
3541	3599	2497
3542	3601	2497
3543	3602	2496
3544	3602	2495
3545	3603	2493
3546	3604	2492
3547	3604	2491
3548	3605	2490
3549	3607	2489
3550	3608	2488
3551	3609	2487
3552	3609	2486
3553	3610	2485
3554	3611	2483
3555	3612	2482
3556	3612	2481
3557	3613	2480
3558	3614	2478
3559	3615	2478
3560	3616	2477
3561	3617	2475
3562	3618	2474
3563	3618	2473
3564	3619	2472
3565	3620	2471
3566	3621	2470
3567	3622	2469
3568	3623	2467
3569	3623	2466
3570	3624	2465
3571	3625	2464
3572	3625	2462
3573	3626	2461
3574	3627	2460
3575	3628	2459
3576	3628	2458
3577	3629	2456
3578	3631	2456
3579	3632	2455
3580	3632	2453
3581	3633	2452
3582	3634	2451
3583	3635	2450
3584	3636	2449
3585	3636	2448
3586	3637	2446
3587	3638	2445
3588	3638	2444
3589	3639	2443
3590	3640	2441
3591	3640	2440
3592	3641	2439
3593	3642	2438
3594	3643	2437
3595	3643	2435
3596	3644	2434
3597	3646	2434
3598	3647	2433
3599	3647	2431
3600	3648	2430
3601	3649	2429
3602	3650	2428
3603	3650	2427
3604	3651	2425
3605	3652	2424
3606	3653	2423
3607	3654	2422
3608	3655	2421
3609	3655	2420
3610	3656	2419
3611	3657	2417
3612	3657	2416
3613	3658	2415
3614	3659	2414
3615	3659	2412
3616	3661	2412
3617	3662	2411
3618	3663	2410
3619	3664	2409
3620	3665	2408
3621	3666	2407
3622	3668	2406
3623	3669	2405
3624	3670	2404
3625	3670	2403
3626	3671	2402
3627	3672	2401
3628	3673	2400
3629	3674	2399
3630	3676	2398
3631	3677	2397
3632	3678	2396
3633	3679	2395
3634	3680	2394
3635	3681	2393
3636	3682	2392
3637	3682	2391
3638	3683	2390
3639	3684	2388
3640	3685	2387
3641	3686	2386
3642	3687	2385
3643	3688	2384
3644	3689	2383
3645	3692	2383
3646	3693	2382
3647	3693	2381
3648	3694	2380
3649	3695	2379
3650	3696	2378
3651	3697	2376
3652	3697	2375
3653	3698	2374
3654	3699	2373
3655	3700	2372
3656	3701	2371
3657	3702	2370
3658	3702	2369
3659	3703	2367
3660	3704	2366
3661	3706	2366
3662	3707	2365
3663	3708	2364
3664	3709	2363
3665	3709	2362
3666	3710	2360
3667	3711	2359
3668	3712	2358
3669	3713	2357
3670	3714	2356
3671	3715	2355
3672	3715	2354
3673	3716	2353
3674	3717	2351
3675	3718	2350
3676	3719	2349
3677	3719	2348
3678	3721	2347
3679	3721	2346
3680	3722	2345
3681	3723	2344
3682	3724	2342
3683	3724	2341
3684	3725	2340
3685	3726	2339
3686	3726	2337
3687	3727	2336
3688	3728	2335
3689	3728	2334
3690	3729	2333
3691	3730	2331
3692	3731	2330
3693	3731	2329
3694	3732	2328
3695	3733	2327
3696	3734	2326
3697	3735	2325
3698	3736	2324
3699	3737	2323
3700	3738	2322
3701	3739	2321
3702	3740	2320
3703	3741	2318
3704	3742	2318
3705	3743	2317
3706	3744	2316
3707	3745	2315
3708	3746	2314
3709	3747	2313
3710	3748	2311
3711	3749	2310
3712	3749	2309
3713	3750	2308
3714	3751	2307
3715	3752	2306
3716	3753	2305
3717	3754	2304
3718	3754	2303
3719	3755	2301
3720	3756	2300
3721	3757	2299
3722	3757	2298
3723	3758	2297
3724	3759	2296
3725	3760	2294
3726	3760	2293
3727	3761	2292
3728	3762	2291
3729	3763	2290
3730	3764	2289
3731	3765	2288
3732	3765	2287
3733	3766	2285
3734	3767	2284
3735	3768	2283
3736	3769	2282
3737	3769	2281
3738	3770	2280
3739	3771	2278
3740	3771	2277
3741	3772	2276
3742	3773	2275
3743	3773	2274
3744	3774	2272
3745	3775	2271
3746	3776	2270
3747	3776	2269
3748	3777	2268
3749	3778	2267
3750	3779	2265
3751	3780	2264
3752	3781	2263
3753	3781	2262
3754	3782	2261
3755	3783	2260
3756	3783	2259
3757	3784	2257
3758	3785	2256
3759	3785	2255
3760	3786	2254
3761	3787	2253
3762	3788	2251
3763	3788	2250
3764	3789	2249
3765	3790	2248
3766	3791	2247
3767	3792	2246
