iter	RMSE
2907	0.04931817503
2908	0.04930452265
2909	0.04929555983
2910	0.04927644602
2911	0.04926247898
2912	0.04924821708
2913	0.04923087805
2914	0.04921342166
2915	0.04920488061
2916	0.04919268656
2917	0.04918565491
2918	0.04916383403
2919	0.04913730055
2920	0.04912557507
2921	0.04911868975
2922	0.04909207988
2923	0.04905947959
2924	0.04903761056
2925	0.0490199559
2926	0.04900756295
2927	0.04899460729
2928	0.04898689375
2929	0.04897539084
2930	0.04896143803
2931	0.04893666321
2932	0.04891629212
2933	0.04890376083
2934	0.04888432774
2935	0.048868747
2936	0.04884929819
2937	0.04884249352
2938	0.04882963807
2939	0.04882139589
2940	0.04881012612
2941	0.04879405325
2942	0.0487794572
2943	0.04877198978
2944	0.04875435341
2945	0.04873246272
2946	0.04872181893
2947	0.04870901416
2948	0.04869843904
2949	0.04868330876
2950	0.04867280353
2951	0.04864743737
2952	0.04862099183
2953	0.0486154018
2954	0.04860793938
2955	0.04858475766
2956	0.04857674231
2957	0.04857045772
2958	0.04855486765
2959	0.0485491528
2960	0.04852316097
2961	0.04849589999
2962	0.04847831578
2963	0.04846301745
2964	0.04845228325
2965	0.04844335489
2966	0.04843092978
2967	0.0484146502
2968	0.0483999293
2969	0.04838153728
2970	0.04836515865
2971	0.04835410753
2972	0.04833600234
2973	0.04832018182
2974	0.04829965913
2975	0.04829165718
2976	0.0482655646
2977	0.04824563507
2978	0.04823418936
2979	0.04822701574
2980	0.04821713904
2981	0.04819680369
2982	0.04818714896
2983	0.048173887
2984	0.04816139572
2985	0.04813596846
2986	0.04811879169
2987	0.04810084636
2988	0.04807852775
2989	0.04806194351
2990	0.04804549596
2991	0.04802681864
2992	0.04801335533
2993	0.04800354591
2994	0.04798279514
2995	0.04796968051
2996	0.04795373563
2997	0.04793634664
2998	0.0479256196
2999	0.04790294077
3000	0.04788523194
3001	0.04787630385
3002	0.04787294589
3003	0.04785708237
3004	0.04783651977
3005	0.04782033544
3006	0.04780873667
3007	0.0478030969
3008	0.0477925418
3009	0.04778476211
3010	0.0477686343
3011	0.04775663274
3012	0.04774008962
3013	0.04773029313
3014	0.0477194536
3015	0.04770815566
3016	0.04769753884
3017	0.04769041719
3018	0.04767363198
3019	0.04764800619
3020	0.04762770216
3021	0.04762170281
3022	0.04761403131
3023	0.04759547511
3024	0.04756995672
3025	0.04755854919
3026	0.04754943576
3027	0.04754055752
3028	0.04752124259
3029	0.04749635728
3030	0.04747424172
3031	0.04745070135
3032	0.04742675425
3033	0.04742020181
3034	0.04740559038
3035	0.0473956893
3036	0.04737373589
3037	0.04736468271
3038	0.04735091411
3039	0.0473381926
3040	0.04732173148
3041	0.0473031308
3042	0.04728541831
3043	0.04726893408
3044	0.0472589065
3045	0.04725082512
3046	0.04722766748
3047	0.0472076581
3048	0.04719522865
3049	0.04718679086
3050	0.04717859823
3051	0.04716641612
3052	0.04714713195
3053	0.04713220041
3054	0.04712585583
3055	0.04711507386
3056	0.04710161845
3057	0.04709627303
3058	0.04708028258
3059	0.04705970144
3060	0.04704243259
3061	0.04703199994
3062	0.04701448143
3063	0.04699837833
3064	0.04699285387
3065	0.04697126656
3066	0.04695844748
3067	0.0469506938
3068	0.04693800881
3069	0.046914504
3070	0.04690444099
3071	0.04688621123
3072	0.04686990831
3073	0.04686031543
3074	0.04684403738
3075	0.04682884583
3076	0.04681745459
3077	0.04681047289
3078	0.04679587885
3079	0.04678486339
